Title,Price,Area,Location,Description,URL
"Bán nhà Hẻm 1/ Ngô Tất Tố, vị trí đẹp, sát City Garden, đi Q1 chỉ vài phút","5,2 tỷ","32,4 m²",Hồ Chí Minh,"HÀNG HIẾM_ CHƯA ĐẦU TƯ 30M2 2LẦU SÂN THƯỢNG  NGÔ TẤT TỐ, GIÁP CITY GARDEN  BÌNH THẠNH  Hẻm 1/ Ngô Tất Tố, vị trí đẹp, sát City Garden, đi Q1 chỉ vài phút   Diện tích: 3.3m nở hậu 3.6m x 9m   Kết cấu: 1 trệt 1 lầu 1 sân thượng    Gồm: 3 phòng ngủ, 2 WC   Nhà vào ở ngay, phù hợp ở hoặc đầu tư Khu dân cư yên tĩnh, trung tâm Bình Thạnh  hàng hiếm khó tìm  Sổ hồng chính chủ sang tên ngay GIÁ 5,2 TỶ CÒN THƯƠNG LƯỢNG  Khách mua dọn vào ở ngay  0906 95 ...",
"Cần bán gấp căn nhà 1 trệt 1 lầu ngay vòng xoay An Lạc, đang cho thuê 20 triệu/tháng",Giá thỏa thuận,120 m²,Hồ Chí Minh,"Kẹt tiền cần bán gấp nhà 1 trệt 1 lầu ngay vòng xoay An Lạc: - Hiện đang cho thuê giá 20 triệu/tháng. - Nhà ngang 6 dài 20, 1 trệt 1 lầu. - Gần mặt tiền đường 10m, vỉa hè trước nhà 3m, xung quanh dân đã ở kín. - Nằm ngay mặt tiền thuận tiện vừa ở vừa kinh doanh buôn bán. - Hỗ trợ trả trước 400 dọn vào ở ngay. - Mua nhà tặng luôn nội thất.* Kẹt tiền cần bán gấp (còn thương lượng). - Mua ở có thể nhận nhà liền hoặc tiếp tục cho thuê. - Nhà có sổ hồ...",
"Bán nhà riêng đẹp tại 144, Đường Giang Chính, Hà Đông, 3,6 tỷ, 33m2, nhiều tiện ích","3,6 tỷ",33 m²,Hà Nội,"Nhanh tay sở hữu căn nhà riêng tại 144, Đường Giang Chính, Phường Chương Mỹ, Hà Nội - Quận Hà Đông, Hà Nội cũ. Căn nhà 3 tầng với thiết kế hiện đại gồm 3PN + 3WC + bếp, phù hợp cho gia đình nhỏ hoặc đầu tư. Mặt tiền 3,5m, ngõ vào rộng 3m, dễ dàng di chuyển. Pháp lý đầy đủ, giá chỉ 3,6 tỷ VND cho diện tích 33m². Ưu điểm nổi bật của căn nhà bao gồm không gian sống thoải mái, nội thất đầy đủ, và vị trí thuận tiện cho sinh hoạt hàng ngày. Liên hệ nga...",
"Chính chủ gửi bán nhà 79m Tựu Liệt, phường Hoàng Liệt Hà Nội","12,5 tỷ",79 m²,Hà Nội,"Anh trai mình cần bán lại nhà đất đường Tựu Liệt, phường Hoàng Liệt, Hà Nội Nhà cao 5 tầng, có 4 phòng ngủ. Diện tích nhà: 78,8m  Nhà thuộc lô góc : Đông Nam, Tây Nam, Hướng nhà thoáng mát . Giá anh mình để lại 12.5 tỷ (có TL) Liên hệ em xem nhà: 0966 081 ***",
"* Nhà dân F0 phố âu cơ , Xuân diệu vài bước ra phố ; DT50m ,5 tầng , mặt tiền 3,6m , giá 14,6 tỷ","14,6 tỷ",50 m²,Hà Nội,"* Chính chủ cần bán gấp Nhà đường Âu Cơ, Xuân diệu , Tây Hồ gần phố ( mặt sau phố Xuân Diệu) ; DT50m ,5 tầng , mặt tiền 3,6m , giá 14,6 tỷ  - Nhà 5 tầng. 7 phòng, 4WC. - Hướng Tây Nam - Nhà 2 thoáng trước sau ( phía sau thử 0,5m đất mở được cửa sổ nên rất thoáng) - Ngõ rộng 3 xe máy dàn hàng ngang thoải mái, nông 20m, gần phố Tứ Liên, Thắng Lợi Hotel, vài bước chân ra mặt đường cái, đỗ xe ô tô thoải mái - Sổ đỏ chính chủ , giao dịch ngay . * LH ;...",
"Siêu hiếm toà nhà apartment quận Tây Hồ, nhỉnh 300tr/m2, dòng tiền 400tr/ tháng xây mới 100%",93 tỷ,265 m²,Hà Nội,"* Siêu hiếm toà nhà Apartment Võng Thị, Trích Sài, Tây Hồ; DT 265m², 9 tầng, mặt tiền 16m, giá 93 tỷ.* Mô tả:- APartment view Hồ Tây, 3 thoáng.- Ô tô phi ầm ầm, 50m ra Hồ Tây.- Doanh thu ~ 400 triệu/ tháng.+ Căn hộ dịch vụ cao cấp mặt ngõ ô tô, 50m ra Hồ Tây, view Hồ Tây, 3 mặt đều thoáng. Vị trí cực đẹp.+ Nhà xây kiên cố chắc chắn hiện đại, đủ GPXD, PCCC...- Toà nhà căn hộ dịch vụ 8 tầng nổi, 1 tầng hầm, với 2 thang máy, 2 thang bộ. Cụ thể:* Thi...",
Hẻm xe hơi Huỳnh Tấn Phát 2 mặt tiền 52m2 chỉ 5.950 tỷ,"5,95 tỷ",52 m²,Hồ Chí Minh,"Huỳnh Tấn Phát sát bên chợ Phú Thuận khu Savimex (Quận 7 giáp ranh Phú Mỹ Hưng). Bỏ 5.9 tỷ nhận ngay giá trị gì? Hẻm xe hơi né nhau 2 mặt tiền cực thoáng. Ở sướng xe ra vào thoải mái hiếm trong tầm giá. Khu dân trí cao an ninh đáng sống. Ngay khu biệt thự Savimex. Sát Chợ Phú Thuận. Tiện ích đầy đủ trong bán kính gần. Gần Trường Tiểu học Phú Thuận, Gần Trường THCS Phú Thuận, Gần Trường THPT Ngô Quyền. Con đi học gần thuận tiện lâu dài. Gần Bệnh v...",
GIAO DỊCH CĂN HXH ĐỖ CỬA  3 TẦNG  NGAY DẠ NAM  6.8 TỶ,"6,8 tỷ",36 m²,Hồ Chí Minh,"Giá: 6.8 tỷ (TL)  Dạ Nam, Phường 2, Quận 8 Hẻm xe hơi đỗ cửa  Khu dân cư hiện hữu  Không quy hoạch  SHR chuẩn  Nhà 3 tầng (1 trệt 2 lầu)  Kết cấu kiên cố  vào ở ngay  Gần Công viên Dạ Nam  Gần Chợ Rạch Ông, chợ Phạm Thế Hiển. Siêu thị: Bách Hóa Xanh, Park Mall, CK Nguyễn Thị Tần, Trường học: Mầm non Việt Nhi, Mầm non Vườn Hồng, ..Trường Tiểu học Dương Bá Trạc, Tiểu học Âu Dương Lân, Tiểu học Hưng Phú, Trường THCS Dương Bá Trạc,  THCS Chánh Hưng, ...",
Bán gấp nhà DT 4m x 16m. Hẻm xe hơi tránh giáp Gò Vấp. Giá 4 tỷ 550,"4,55 tỷ",64 m²,Hồ Chí Minh,- Diện tích 4m x 16m - Hẻm xe hơi tránh giáp Gò Vấp - Nhà cấp 4 còn mới,
"Bán nhà tại 1/15 Trung Văn, Nam Từ Liêm","9,35 tỷ",43 m²,Hà Nội,"*E có căn nhà 5 tầng 7 phòng ko dùng đến nên muốn bán, ngõ rộng nhiều phòng  *Phù hợp nhà đông người hoặc vừa ở vừa cho thuê *Nhà cách ô tô 10m, trước nhà rộng gần 3m *Địa chỉ ở ngõ 1/15 Trung Văn ai cần thêm thông tin gì e gửi thêm LH 0373 515 ***",
"Nhà Nguyễn Sỹ Sách, Tân Bình, gần chợ Tân Trụ. Chủ giảm thêm cần bán gấp. Chỉ 4 tỷ x","4,75 tỷ",40 m²,Hồ Chí Minh,"- Cần bán nhà gần chợ Tân Trụ, Tân Bình - Địa chỉ : 70/ Nguyễn Sỹ Sách, Tân Sơn, Tân Bình - Gần chợ, gần trường, gần KCN Tân Bình Dt đất 40m²- DT sàn 70m² - 2 Tầng - 2 PN - Tặng full nội thất Giá : 4 Tỷ 750",
"Bán Nhà Phố Đại La, 54 M2 Giá 20.5 Tỷ, 6 Tầng Thang Máy, Ga Ra ô tô, Ô tô Tránh, Kinh Doanh Đỉnh","20,5 tỷ",54 m²,Hà Nội,"Ngõ ô tô tránh sát mặt phố 6 tầng thang máy kinh doanh văn phòng - Đỉnh chóp - Trung tâm quận Hai Bà - Khu Bách Kinh Xây. + Diện tích 54m²; giá bán 20.5 tỷ. + Mặt tiền 5m. 6 tầng, có thang máy. Thiết kế hiện đại, tối ưu công năng. Chủ để lại gần như toàn bộ nội thất. Hiện đang cho thuê làm văn phòng. Thiết kế: Tầng 1: Gara ô tô hoặc phòng khách. Tầng 2 3: Mỗi tầng 1 phòng Master rộng - vs. Tầng 4: 2 phòng ngủ (1 rộng + 1 nhỏ) - vs. Tầng 5: Phòng ...",
"Siêu đẹp! Bán nhà Phố Trần Duy Hưng Cầu Giấy, ngõ to 4.1m,5m ra Oto ,2 mặt thoáng, 53m2, 6 tầng",12 tỷ,53 m²,Hà Nội,"Cần bán căn nhà phố  Trần Duy Hưng  Cầu Giấy, ngõ to rộng thoáng 4.1, ra Oto 5m, 2 thoáng. + Diện tích: 53m x 6 tầng, mặt tiền 4,2m , thang máy nhập khẩu , nội thất xinh mịn . + Nhà nằm ở vị trí đắc địa trung tâm Cầu Giấy, Ngõ trước nhà rộng rãi, thông các ngả, từ nhà ra phố lớn chỉ 5m. + Tiện ích xung quanh đầy đủ: Trường học các cấp, siêu thị, nhà hàng, công viên,... Khu dân trí cao, mua về ở gia đình rất thích hợp và yên tâm. + Thiết kế 6 tầng...",
Bán nhà ngay trường tiểu học Định Hoà 2. Giá 2tỷ100,"2,1 tỷ",85 m²,Bình Dương (Hồ Chí Minh mới),"Bán nhà đường nhựa Định Hoà, Thủ Dầu Một. Ngay trường học Định Hoà. Diện tích 4x21m 85m² thổ cư 60m². Nhà cấp 4 có gác lửng, nhà mới. Đường nhựa 2 xe tránh nhau. Tiện ích xung quanh đầy đủ. Xem nhà 24/24. Giá 2tỷ100.",
"Bán đất tặng nhà, có thể cho thuê hoặc ở","1,85 tỷ","93,5 m²",Bình Định (Gia Lai mới),"Bán đất tặng nhà (không nội thất)tại Trung Tín 2, Tuy Phước. Đất: 93,5m² (ngang 5m). Nhà: Sân để xe, khách, bếp, 3 phòng, 2 toilet, sân thượng (có thể cho thuê). Giá 1,85 tỷ (thương lượng). Bank hỗ trợ max 1,7 tỷ.",
"Nhà đẹp - giá tốt-dòng tiền ổn định tại Đông Hưng Thuận, dòng tiền ổn định 45-50tr/th, giá 13,5 tỷ","13,5 tỷ",140 m²,Hồ Chí Minh,"Nhà đẹp giá tốt chính chủ cần bán tại. Đường Đông Hưng Thuận 3, Phường Tân Hưng Thuận, Quận 12, Hồ Chí Minh.* Diện tích: 140 m². * Giá bán: 13,5 tỷ (có thương lượng). - Dòng tiền ổn định 45 - 50tr/th. - Nhà đúc kiên cố 4 tầng. - Hiện tại có 17 phòng cho thuê thu nhập ổn định, nhà có hai cầu thang phù hợp vừa ở vừa cho thuê, hướng Đông Nam nên rất mát mẻ, gia đình ở nên xây dựng kiên cố. - Tiện ích xung quanh đầy đủ. - Khu dân cư đông, thân thiện,...",
"BÁN NHÀ 3 TẦNG MỚI XÂY HIỆN ĐẠI THÔNG TRẦN NAM TRUNG VÀ PHẠM HÙNG, SÁT NGÃ 4 , HÒA XUÂN","7,8 tỷ",100 m²,Đà Nẵng,"- Bán nhà 3 tầng luxury mới xây đường 7.5m khu dân trí cao, Hoà Xuân cũ, TP Đà Nẵng.- Nằnm sau lưng đường Văn Tiến Dũng và Trần Nam Trung, kết nối các đường lớn, thoáng mát. - Vị trí sát ngã 4 dễ kinh doanh, làm văn phòng cũng như cho thuê, đầu tư sinh lời cao, giá cho thuê hiện tại khu vực 25tr/tháng. - Gần các trường cấp 1, 2, 3, trường Quốc tế, cao đẳng,... - Gần siêu thị Aeon đang xây, hệ thống siêu thị mi ni, gần UBND phường Hoà Xuân. - Kết ...",
"Siêu phẩm nhà Lò Đúc, trung tâm Hai Bà Trưng, 6 tầng thang máy, gần ô tô - phố, diện tích 40m2/","13,6 tỷ",40 m²,Hà Nội,"Vị trí nhà mặt ngõ thông, khu dân cư sầm uất: + Tiện ích bao quanh: Sát nút giao Lò Đúc - Trần Khát Chân - Kim Ngưu. 5 phút lên Bờ Hồ, gần viện 108, Hữu Nghị. + Giá trị bền vững: Nhà thổ cư trung tâm HBT luôn khan hiếm, tiềm năng tăng giá cực tốt. - Nhà xây mới 6 tầng thang máy  Tầng 2 phòng ngủ master rộng + Tầng 3,4: Mỗi tầng 1 phòng master đẳng cấp, riêng tư + Tầng 5: Phòng thờ sân phơi + Tầng 6: Phòng kĩ thuật tum  Liên hệ Mr Chương dẫn trực ...",
6.38 tỷ - nhà đường Số 11 Linh Xuân 3PN 157m2 + 6 phòng trọ cho thuê,"6,38 tỷ",157 m²,Hồ Chí Minh,"Bán nhà đường Số 11 Linh Xuân Thủ Đức 3PN 157m², có 6 phòng trọ.Mô tả: + Diện tích: 157 m², ngang 5 m, nở hậu 5,65m, dài 31.5 m. + Hiện trạng: Nhà 1 trệt, 1 lửng, 2 lầu, phòng khách, bếp, 3 phòng ngủ, 3 WC, sân thượng, ban công. Ngoài ra, còn 6 phòng cho thuê, thu nhập ổn định. + Nhà do Kiến trúc sư thiết kế, thoáng mát đón gió trời, sạch sẽ, chi tiết, tỉ mỉ. Nội thất trang trí nhiều gỗ rất đẹp. Nhà do thợ lành nghề người gốc Huế thi công, chất l...",
"Cần bán gấp nhà 107m2 ngõ 164 Vương Thừa Vũ, ô tô, ở đẹp, cực kỳ phù hợp làm CCMN, VP cho thuê",29 tỷ,107 m²,Hà Nội,"Bán nhà + đất ngõ 164 Vương Thừa Vũ, quận Thanh Xuân.Diện tích: 107m² Mặt tiền: 4,2m, đất nở hậu, hai mặt thoáng Hiện trạng: Nhà 4 tầng, sử dụng bình thường Pháp lý: Sổ đỏ chính chủ, lâu dài1. Vị trí: Ngõ rộng, có đoạn 2 ô tô tránh nhau, địa thế cao ráo, chưa từng ngập lụt Khu dân cư đông đúc, an ninh tốt, nhu cầu ở và thuê cao Giao thông thuận tiện kết nối Trường Chinh, Nguyễn Trãi2. Phù hợp đầu tư: Lô đất vuông vắn, nở hậu, rất phù hợp xây chun...",
"CHÍNH CHỦ BÁN NHÀ PHỐ KIM MÃ - 5 tầng -12,9 tỷ (TL khách thiện chí)","12,9 tỷ",50 m²,Hà Nội,"CHÍNH CHỦ BÁN NHÀ PHỐ KIM MÃ - 5 tầng -12,9 tỷ(TL khách thiện chí)Nhà xây 5 tầng vuông vắn, mỗi tầng 2 phòng, đầy đủ GPXD, Bản thiết kế... Nhà cách phố Kim Mã 100m Miễn MG, Trung gian làm phiền",
"Chính chủ bán 60m2, phố Chân Cầm vị trí kim cương trung tâm Hoàn Kiếm, ẩm thực. Phố Tây du lịch",35 tỷ,60 m²,Hà Nội,"Chính chủ bán nhà 13 phố Chân Cầm, tôi cần bán cho ai thực sự có nhu cầu cần mua để ở hoặc kinh doanh, nhà phố Chân Cầm vị trí kim cương Trung tâm Hoàn Kiếm, Ẩm thực. Phố tây. Diện tích: 60m², 6 tầng Mặt tiền 8,5m. Thiết kế: Nhà khung bê tông chắc chắn, 6 phòng ngủ, nội thất đầy đủ. Tầng 1: Để xe, phòng khách, Tầng 2: Phòng ngủ rộng, WC khép bếp + ăn, thang bộ. Tầng 3,4,5: 2 phòng ngủ + 1 WC. Tầng 6: Phòng thờ + sân phơi thoáng mát. Nhà lô góc, 2...",
"Bán Nhà riêng tại Kp2, An Hòa, 3,4 tỷ, 80m2, 3PN, 2WC, giá siêu hời","3,4 tỷ",80 m²,Đồng Nai,"Căn nhà riêng tọa lạc tại Kp2, Đường Quốc Lộ 51, Phường Long Hưng, Đồng Nai (Thành phố Biên Hòa, Đồng Nai cũ) với diện tích 80m², thuộc khu dân cư An Hòa.  - Giá bán: 3,4 tỷ VND. - Thiết kế 2 tầng, 3 phòng ngủ và 2 phòng tắm, không gian rộng rãi, thoáng đãng. - Nội thất cao cấp - Hướng cửa chính và ban công đều Tây Nam, phong thủy tốt. - Ngõ vào rộng 5m, thuận tiện cho ô tô đi vào. - Mặt tiền 4m thích hợp cho kinh doanh nhỏ.  - Pháp lý đầy đủ. Sổ...",
"NHÀ PHỐ 4 TẦNG sau CĂN MẶT TIỀN, GIÁ HỜI ô tô QUAY ĐẦU gần CÔNG VIÊN PHẦN MỀM QUANG TRUNG Hơn 6 Đ","6,8 tỷ",80 m²,Hồ Chí Minh,"NHÀ PHỐ 4 TẦNG sau CĂN MẶT TIỀN, GIÁ HỜI - xe TẢI QUAY ĐẦU gần CÔNG VIÊN PHẦN MỀM QUANG TRUNGThông tứ hướng gần TÔ KÝ, Huỳnh Thị Hai, Trần Thị Năm, Nguyễn ảnh Thủ .Cầm tài chính này kiếm đâu ra đất có vị trí đẹp và xây kiến cố thế này Kết cấu: Trệt + Lững + 2 Lầu đúc BTCT, gồm 4 phòng ngủ, phòng thờ, phòng khách, bếp, sân phơi phía sau, 5wc.Nhà gần chợ, trường học các cấp 1,2,3 ( THPT Nguyễn Hữu Cầu), cửa hàng tiện lợi, TTTM, trung tâm hành chính...",
"Siêu phẩm 4,4m x 18m. 5 tầng thang máy 1/ hẻm 8m Thạnh Xuân 25. View kênh","8,49 tỷ",75 m²,Hồ Chí Minh,"Hạ 400 Triệu còn 8.49 tỷ bán gấp Siêu phẩm có thang máy đẹp hết nước chấm. Xây 4 tầng diện tích khủng. Có Thang máy 450kg. 1/ Ngắn đường Thạnh Xuân 25, P. Thạnh xuân, Q12. - Diện tích: ngang 4,4m dài 18m. - Xây Dựng: Trệt, Lửng 3 Lầu. Lửng ngược. - Công Năng SD: Gara ô tô, Phòng Khách, Giếng trời Sân Sau, Phòng Bếp, 4 Phòng Ngủ (_1 Phòng Master có Phòng thay đồ. Sauna, bồn tắm nằm) 6 vệ sinh, phòng thờ, phòng xông hơi, 02 sân thượng trước sau. - ...",
"Siêu phẩm 5m x 22m, 5 tầng thang máy 1/ hẻm nhựa 8m ngay Trường Chinh","12,45 tỷ",88 m²,Hồ Chí Minh,"Bán siêu phẩm 5 tầng có thang máy 450kg. Full NT. Ngang gần 5m. - Mặt tiền hẻm nhựa 1/ ngắn đường Phan Văn Hớn, P. Tân Thới Nhất, Quận 12. - Diện tích: 5m x 22m CN 88m². - Kết cấu: 1 trệt 1 lửng 4 lầu (5 tầng). - Công năng: Gara xe hơi đậu 2 xe thoải mái, PK. Bếp. Có 4PN, 6WC. Phòng xông hơi. Phòng thờ. 02 sân thượng trước sau. - Có thang máy 450kg. - Mặt tiền hẻm nhựa 8m xe tải vivu. - Thích Hợp vừa ở vừa làm Văn phòng công ty. KD online, spa......",
Bán nhà Phố Lụa ngay cầu Mộ Lao Kinh Doanh ngày đêm Oto tránh vị trí trung tâm 34m2 4tầng,"9,6 tỷ",34 m²,Hà Nội,"Bán nhà Phố Lụa ngay cầu Mộ Lao Kinh Doanh ngày đêm Oto tránh vị trí trung tâm 34m² 4tầng giá chỉ 9.6tỷ 0814 520 *** Diện tích: 34m²  Hướng đông nam (ngoài ra em còn vài căn hướng tây) Mặt tiền 5m Đường trước nhà 7m oto tránh nhau thoải mái  Nhà thiết kế thông sàn mỗi tầng 1 phòng, hiện đang cho thuê kinh doanh, Gồm 3 phòng ngủ, phòng thờ sân phơi Khu vực trung tâm, kinh doanh sầm uất, nhiều tiềm năng tăng trưởng về du lịch về thương mại Dân trí ca...",
"Hàng hiếm góc 2 MT đường A khu dân cư ADC Tân Phú. Dt 8x15m, cấp 4. Giá 11.5 tỷ","11,5 tỷ",95 m²,Hồ Chí Minh,"Cơ hội tốt mua làm tài sản vị trí tuyệt đẹp. - Góc 2 MT hẻm đường A khu dân cư ADC, P. Phú Thạnh, Q. Tân Phú. - Diện tích 8x15, cấp 4 công nhận 95m² đất. - Khuôn đất vuông vức, tiện xây biệt thự, tòa nhà VP, căn hộ dv... - Khu vip quận Tân Phú, an ninh tuyệt đối. - Sổ hồng mua bán nhanh lẹ. - Giá 11.5 tỷ.",
"Bán nhà riêng 32,2 mét vuông (Sổ chính chủ)","4,35 tỷ","32,2 m²",Hồ Chí Minh,"Địa chỉ: Đường Nguyễn Sỹ Sách, Phường 15, Quận Tân Bình (Dựa trên biển số nhà và thông tin trên sổ). Kết cấu: 1 trệt, 1 lầu (có ban công rộng thoáng). Nội thất: Bếp gỗ tự nhiên hiện đại, phòng khách rộng, có khu vực để xe máy riêng trong nhà. Pháp lý: Sổ hồng riêng, chính chủ (đã cập nhật biến động gần nhất năm 2022). Tiện ích: Hẻm thông, dân cư hiện hữu, an ninh tốt (có gắn camera quan sát ở đầu hẻm).",
"Nhà đẹp lung linh 52m2, 4 tầng 4PN
Q11 đường xe hơi ngay vòng xoay Lê Đại Hành","8,3 tỷ",52 m²,Hồ Chí Minh,"Nhà đẹp lung linh Q11 đường xe hơi ngay vòng xoay Lê Đại HànhDT 52m² (4,2x13), 4 tầng trệt 3 lầu 4PN Nhà mới nội thất hiện đại. DTSD ~160m² Pháp lý sổ hồngGiá chỉ 8,3 tỷ  Trung tâm Q11 Bình Thới- Âu Cơ. Giáp Q10, Tân Bình, Tân Phú. Bệnh viện Thống NhấtLH 0908 092 *** nhận thông tin xem nhà. Đặc biệt hỗ trợ kiểm tra quy hoạch, pháp lý miễn phí. Hỗ trợ tìm nhà phù hợp theo nhu cầu và tiêu chí của khách",
4 TẦNG BÌNH THÀNH BHHB BÌNH TÂN ( GIỮ TIỀN CỰC ĐỈNH),"11,7 tỷ",143 m²,Hồ Chí Minh,"4 TẦNG BÌNH THÀNH BHHB BÌNH TÂN   Diện tích 143m (ngang 5.526m)DT sàn   600m   18 căn hộ Duplex full ban công, nội thất cao cấp  Thu nhập ổn định ~1 tỷ/năm Vị trí vàng: Ngã 4 Gò Mây, gần ĐH Công Thương, KDC Vĩnh Lộc  nhu cầu thuê cực cao.Đầu tư giữ tiền cực tốt. Giá 11.7 tỷ tl nhẹ..",
3.88 TỶ - NHÀ C4 Cũ - 91M2 FULL THỔ CƯ - HẺM GẦN MẶT TIỀN - ĐƯỜNG LÀNG TĂNG PHÚ - Quận 9.,"3,88 tỷ",91 m²,Hồ Chí Minh,3.88 TỶ - NHÀ C4 Cũ - 91M2 FULL THỔ CƯ  HẺM GẦN MẶT TIỀN - ĐƯỜNG LÀNG TĂNG PHÚ+ ĐC: P. Tăng Nhơn Phú - TP. Thủ Đức (Q9 cũ)+ Diện tích: 91m (4 x 22.5m) - Full thổ cư 100%  xây dựng tự do+ Sổ hồng riêng - pháp lý chuẩn - sang tên ngay,
[GẤP] Bán BT Linh Đàm - Lô góc- Hưởng bầu ko khí sạch bậc nhất Hà Nội chỉ nhỉnh 240 triệu/m2,"48,5 tỷ",200 m²,Hà Nội,"Vị trí siêu đắc địa hiếm có nhà bán, nằm tại ngã 3, lô góc thoáng sáng, đường trước nhà to rộng 2 làn xe, nằm trục chính của khu đô thị kinh doanh sầm uất ngày đêm, cạnh hồ điều hoà và công viên cây xanh, gió hồ vi vu thoáng mát.  Gia chủ là cán bộ cao cấp kín tiếng, gia đinh làm ăn rất có lộc, con cái học hành giỏi giang thành đạt.  Nhà xây kiên cố chắc chắn, nội thất hàng hiếm, thiết kế h...",
"BÁN NHÀ 3 TẦNG NGANG 5M x 20M , SÁT ĐẠI HỌC MARKETING P. TÂN THUẬN QUẬN 7 , GIÁ 13 TỶ NHỈN","13,6 tỷ",100 m²,Hồ Chí Minh,"NHÀ 3 TẦNG 300m² SÀN 5x20 , HẺM XE TẢI , NGAY CỔNG KHU CHẾ XUẤT VÀ TRƯỜG ĐH - NHỈNH 13 LH : 0794 681 *** - Phương HouseMô tả : - DTCN : 100m²  ( Ngang 5m x 20m )  - Kết cấu : Xây dựng 3 tầng, đang để không gian trống tiện cho ngăn phòng làm căn hộ dịch vụ. Tổng sử dụng 300m sàn - Ưu điểm: Nhà có 15m² bên hông dư nên mở được cửa sổ bên hông, nhà tương lai ra sát mặt tiền nguyễn văn linh, hẻm thông ra nguyễn thị xíu, dễ cải tạo, chủ nhà thiện chí ....",
"- Khu phân lô cán bộ cấp cao. Mặt ngõ thông ô tô tránh đỗ, có vỉa hè. Ngay TT Quận Đống Đa.","34,95 tỷ",150 m²,Hà Nội,"- Hồ Đắc Di - Đống Đa. Khu phân lô VIP, ô tô tránh dừng đỗ ngày đêm. Có vỉa hè. Thiết kế sân vườn, gara ô tô. Mặt tiền 8m.  - Vị trí đắc địa, xung quanh hàng xóm toàn cán bộ cấp cao. Dân trí, an ninh cực tốt",
Bán Nhà Đẹp 3 Tầng Đường Chính Xóm Chiếu Rộng 7m Có Sân Rộng Kinh Doanh Sổ Hồng Hoàn Công,"5,5 tỷ","145,6 m²",Khánh Hòa,"Chuyển Nhượng Căn Nhà 3 Tầng đường XÓM CHIẾU cạnh bên là KĐT Vĩnh Điềm Trung - Diện tích đất : 145.6m², ngang 6m, quy hoạch thì còn 90m² - Nhà Thiết Kế Hiện Đại gồm 1 trệt 2 lầu,  có 3 phòng ngủ ( có p.ngủ tầng trệt ), 5 toilet, sân trước rộng để oto...hoặc đậu trước Nhà - Sổ hồng Hoàn Công Xây Dựng nhà hướng Đông Nam - Giá bán, 5.5 tỷ ( bớt lộc, Thuế 2 Bên)  Liên hệ : 0962 877 *** E.Huy",
80m2/31.5TỶ [ĐỘI CẤN] PHÂN LÔ VỈA HÈ Ô TÔ TRÁNH ĐỖ 24/7 - HÀNG HIẾM BA ĐÌNH - XÂY TOÀ BUILDING ĐẸP,"31,5 tỷ",80 m²,Hà Nội,"***** HÀNG HIẾM QUẬN BA ĐÌNH !!! PHÂN LÔ VỈA HÈ 2 Ô TÔ TRÁNH THOẢI MÁI - CHỦ THIỆN CHÍ BÁN !!!- DIỆN TÍCH : 80m² - MT4.6m - SỔ VUÔNG- GIÁ VÀO VIỆC : 31.5 TỶ - HIỆN TRẠNG NHÀ 5 TẦNG VẪN Ở TỐT - XÂY LẠI TOÀ BUILDING ĐẸP NHẤT PHỐ- PHÁP LÝ : KO QUY HOẠCH - KO LỖI PHONG THUỶ - GIAO DỊCH NHANH - HIỆU QUẢLH Em Vũ : 0982 729 *** - LÀM VIỆC TRỰC TIẾP CHỦ NHÀ - Chuyên Nhà Phân Lô Vip THEO ĐƠN ĐẶT HÀNG, HÀNG KÍN",
PHÂN LÔ BA ĐÌNH: 60m - MT 6.5m - 5T -NHỈNH 20 TỶ - LÔ GÓC 2 THOÁNG- Ô TÔ VÀO TẬN NHÀ !,"24,5 tỷ",60 m²,Hà Nội,"Một căn nhà vừa ở sướng vừa giữ tiền vừa có tiềm năng tăng giá mạnh! Đây chính là lựa chọn rất tốt trong phân khúc hiếm hiện nay !Với diện tích 60m², mặt tiền siêu rộng 6.5m cực kỳ hiếm trong khu vực Thiết kế 5 tầng hiện đại, công năng đầy đủ Lô góc 2 mặt thoáng, phòng nào cũng có ánh sáng tự nhiên, cực kỳ thông thoáng Ngõ rộng, ô tô vào tận nhà, di chuyển thuận tiệnVị trí đắc địa ở trung tâm Ba Đình Nằm ngay cạnh trục Vành Đai 1 kết nối nhanh kh...",
KHU VIP 1979 HUỲNH TẤN PHÁT TT NHÀ BÈ GIÁ 7 TỶ,7 tỷ,"58,5 m²",Hồ Chí Minh,"NHÀ PHỐ TRỆT 2 LẦU  HẺM THÔNG XE HƠI  KHU VIP 1979 HUỲNH TẤN PHÁT  TT NHÀ BÈ  GIÁ 7 TỶ  Diện tích: 5m x 11.7m, công nhận 58.5m  Kết cấu: 1 trệt, 2 lầu, BTCT kiên cố, gồm 4 phòng ngủ, 3 WC  Đường trước nhà: rộng 6m, hẻm ô tô, hẻm thông ra 80 Dương Cát Lợi  Vị trí: thuộc khu VIP 1979 Huỳnh Tấn Phát, trung tâm Nhà Bè  Khu dân cư: dân trí cao, an ninh, yên tĩnh, môi trường sống cực tốt Giá bán: 7 tỷ  Liên hệ 0963 096 *** Châu  Xem nhà thương lượng chín...",
